shape,dtype,n_pixels,n_finite,n_nan,n_inf,min,p01,p05,median,mean,std,p95,p99,max
"(10327, 13568)",>f4,140116736,140116736,0,0,-68000.46875,-2.55275182723999,-1.3422683775424957,0.0,-0.933228615593589,207.11105701071713,2.2082130908966064,13.103997850418097,12381.37890625
